,Nom,Activite_principale,Adresse,Ville,Telephone,Detail,Lien_entreprise,Facebook,Linkedin,Autre_lien,Lien_europage
682,A2S INDUSTRIE,Fabricant/Producteur,13 Rue Du 8 Mai 1945,91470 Limours En Hurepoix,+33 164911133,"A2S Industrie est spécialisée depuis 30 ans dans la chaudronnerie lourde, nous sommes donc en mesure de réaliser vos ensembles mécano-soudés jusqu’à 7 tonnes. Nous disposons également d’un bureau d’études nous permettant de produire des plans ainsi que des notes de calculs qui sont indispensables à la conception et à la fabrication d’éléments devant respecter des contraintes imposées.S’appuyant sur une équipe réduite mais très expérimentée ainsi que sur des moyens de production de grandes capacités, A2S Industrie est en mesure de répondre aux besoins très diverses (Containers sous pression, Châssis mécano-soudés, Charpentes métalliques, etc…) des grands donneurs d’ordres Européens des secteurs ferroviaires, agroalimentaire, de l’énergie, et de l’armement.",http://a2sgroup.fr/chaudronnerie-industrielle/,,,,https://www.europages.fr/A2S-INDUSTRIE/FRA482385-00101.html
683,VERRERIES TECHNIQUES APPLIQUEES FRANCE (VTA FRANCE),Fabricant/Producteur,136 Rue Du Marais,10400 Montpothier,+33 325395818,"La société SAS VERRERIES TECHNIQUES APPLIQUE FRANCE est spécialisée dans la production de packaging à façon pour le secteurs des cosmétiques, de la pharmacie et de la parfumerie.",http://www.vtafrance.com,,,,https://www.europages.fr/VERRERIES-TECHNIQUES-APPLIQUEES-FRANCE-VTA-FRANCE/FRA042086-00101.html
684,GLAS TROSCH ALSACE,Fabricant/Producteur,2 Rue Du Ballon D'Alsace,68520 Burnhaupt Le Haut,+33 389831212,"L'entreprise GLAS TROSCH ALSACE, est un Fabricant/ Producteur, crée en 1990, qui travaille dans le secteur Verre pour l'industrie. Elle est basée à Burnhaupt Le Haut, France.",https://www.glastroesch.com/home.html,,,,https://www.europages.fr/GLAS-TROSCH-ALSACE/FRA154992-00101.html
689,FRAG INDUSTRIE,Fabricant/Producteur,80 Avenue Henri Dunant,84300 Cavaillon,+33 490782900,"Depuis plus de trente ans, Frag Industrie s’est spécialisée dans la fourniture de pièces d’usure pour la maintenance mécanique dans l’industrie lourde. Les pièces fournies par Frag Industrie sont majoritairement destinées à des installations stratégiques. Une solution globale, c’est pour nous l’engagement de maîtriser toutes les phases permettant de vous livrer des pièces performantes et compatibles avec votre installation.",http://www.fragindustrie.com,,,,https://www.europages.fr/FRAG-INDUSTRIE/SAT000145-00101.html
691,VERRERIE D ART DE GOURDON,Fabricant/Producteur,,"L'entreprise VERRERIE D ART DE GOURDON, qui travaille dans le secteur Verre pour l'industrie. Elle est basée à Gourdon, France.",+33 493096834,"L'entreprise VERRERIE D ART DE GOURDON, qui travaille dans le secteur Verre pour l'industrie. Elle est basée à Gourdon, France.",https://www.verrerie-balembois.com/,,,,https://www.europages.fr/VERRERIE-D-ART-DE-GOURDON/FRA678742-00101.html
693,SIMUTEC TECHNOLOGIES,Prestataire de services,15 avenue descartes,92350 plessis robinson,+33  140838777,modelisation et simulation des procedes industriels continus.evaluation des performences de production.prevention des risques de fonctionnements incidentels des unites de production.,http://www.simutec.fr,,,,https://www.europages.fr/SIMUTEC-TECHNOLOGIES/00000003778207-131041001.html
694,DASSAULT SYSTEMES,Multi-Catégorie,10 rue marcel dassault,78140 78140 Velizy Villacoublay,+33 161626162,"DASSAULT SYSTEMES est un éditeur de logiciels spécialisé dans la conception 3D, le maquettisme numérique 3D, et les solutions pour la gestion du cycle de vie d’un produit (PLM).Offre aux entreprises les univers virtuels nécessaires à la conception d’innovations durables. Ses solutions leaders sur le marché transforment pour ses clients, la conception, la fabrication et la maintenance de leurs produits. Les solutions collaboratives de Dassault Systèmes permettent de promouvoir l’innovation sociale et offrent de nouvelles possibilités d’améliorer le monde réel grâce aux univers virtuels. Avec des ventes dans 80 pays, le Groupe apporte de la valeur à plus de 150 000 entreprises de toutes tailles dans toutes les industries.",https://www.3ds.com,,,,https://www.europages.fr/DASSAULT-SYSTEMES/FRA005232-00101.html
701,CASTES INDUSTRIE,Fabricant/Producteur,Route De Montauban,12200 Villefranche De Rouergue,+33 565450420,"CASTES INDUSTRIE est une société a dimension industrielle créée en 1960 et est spécialisée dans dans la production de menuiseries Bois, PVC, Aluminium pour le bâtiment : Fenêtres, portes-fenêtres et coulissants essentiellement.La société est installée sur un terrain de 9 hectares situé à Villefranche-de-Rouergue (Aveyron). Elle dispose aujourd'hui de 3 unités de production représentant une surface de 26000m² couverts.",https://www.castes-industrie.fr/presentation/present_c.html,,,,https://www.europages.fr/CASTES-INDUSTRIE/FRA042422-00101.html
704,VERRE EQUIPEMENTS,Fabricant/Producteur,3 Rue Des Quatre Chemins,69660 Collonges Au Mont D Or,+33 472278307,"L'entreprise VERRE EQUIPEMENTS, est un Fabricant/ Producteur, crée en 1986, qui travaille dans le secteur Verre pour l'industrie. Elle est également présente dans les secteurs Verre creux pour laboratoires et à usage technique. Elle est basée à Collonges Au Mont D Or, France.",https://www.verre-equipements.fr/,,,,https://www.europages.fr/VERRE-EQUIPEMENTS/FRA155829-00101.html
705,GRN LOGISTIC,Prestataire de services,Espace Arobase 1 122 rue du Château d'Orgemont,49000 Angers,+33 261680054,"Éditeur de la suite de logiciel pour entrepôt logistique : MORPHEUS Depuis plus de dix ans, GRN LOGISTIC accompagne et consulte les entreprises pour mettre en place un logiciel WMS, TMS ou WCS afin d'optimiser leurs gestions des stocks et des flux.",http://www.grnlogistic.fr/,,,,https://www.europages.fr/GRN-LOGISTIC/00000004684456-484419001.html
707,EIDER INDUSTRIE,Fabricant/Producteur,Za Pont Rame,49430 Durtal,+33 241763506," L'activité principale de EIDER INDUSTRIE SABLE est Travaux de menuiserie métallique et serrurerie, l'installation d'escaliers d'intérieur métalliques le blindage de portes extérieures et l'installation de portes blindées le montage de faux-plafonds sur structures métalliques, de cloisons mobiles, etc. le montage de portes coupe-feux le montage des fermetures de bâtiments métalliques : persiennes, volets, portes de garages, etc. mais ne comprend pas : l'installation de portes automatiques et de tambours, la fabrication d'éléments en métal pour la construction, la pose de ferronnerie décorative.",http://www.eider-industrie.com,,,,https://www.europages.fr/EIDER-INDUSTRIE/FRA520913-00101.html
709,ALSA VERRE SARL,Fabricant/Producteur,,"L'entreprise ALSA VERRE SARL, qui travaille dans le secteur Verre pour l'industrie. Elle est basée à Kingersheim, France.",+33 389523171,"L'entreprise ALSA VERRE SARL, qui travaille dans le secteur Verre pour l'industrie. Elle est basée à Kingersheim, France.",https://www.alsa-verre-materiels-labo.fr/,,,,https://www.europages.fr/ALSA-VERRE-SARL/FRA751507-00101.html
710,SARL HORIZON SUD,Fabricant/Producteur,,"L'entreprise SARL HORIZON SUD, qui travaille dans le secteur Verre pour l'industrie. Elle est basée à Palau Del Vidre, France.",+33 468226334,"L'entreprise SARL HORIZON SUD, qui travaille dans le secteur Verre pour l'industrie. Elle est basée à Palau Del Vidre, France.",http://lepalaisduverre.wwww.com,,,,https://www.europages.fr/SARL-HORIZON-SUD/FRA765989-00101.html
717,MIROITERIE DE CHARENTON-ECOLES,,,"L'entreprise MIROITERIE DE CHARENTON-ECOLES, qui travaille dans le secteur Verre pour l'industrie des moyens de transport. Elle est également présente dans les secteurs Verre pour l'industrie. Elle est basée à Maisons Alfort, France.",,"L'entreprise MIROITERIE DE CHARENTON-ECOLES, qui travaille dans le secteur Verre pour l'industrie des moyens de transport. Elle est également présente dans les secteurs Verre pour l'industrie. Elle est basée à Maisons Alfort, France.",,,,,https://www.europages.fr/MIROITERIE-DE-CHARENTONECOLES/FRA712245-00101.html
720,DUFOUR INDUSTRIE,Fabricant/Producteur,Le Genet,24360 ST BARTHELEMY DE BUSSIERE,+33 553564876,"DUFOUR INDUSTRIE est une société spécialisée dans la pâtisserie prête à garnir. DUFOUR INDUSTRIE vous propose une gamme complète et varié de produits déshydratés : choux, babas, feuilletage, tartes sablées, génoises et meringues.",http://hafner.fr/en/our-story/,,,,https://www.europages.fr/DUFOUR-INDUSTRIE/00000003930635-210590001.html
723,GRIMM CARTONNAGES,Fabricant/Producteur,,"L'entreprise GRIMM CARTONNAGES, crée en 1964, qui travaille dans le secteur Carton - fabrication. Elle est également présente dans les secteurs Carton pour l'industrie de l'emballage. Elle est basée à Hoerdt Cedex, France.",+33 388682270,"L'entreprise GRIMM CARTONNAGES, crée en 1964, qui travaille dans le secteur Carton - fabrication. Elle est également présente dans les secteurs Carton pour l'industrie de l'emballage. Elle est basée à Hoerdt Cedex, France.",http://www.grimm.fr/,,,,https://www.europages.fr/GRIMM-CARTONNAGES/FRA086331-00101.html
724,AHLSTROM BRIGNOUD SAS,Fabricant/Producteur,,"L'entreprise AHLSTROM BRIGNOUD SAS, crée en 1971, qui travaille dans le secteur Nappes à usage unique. Elle est également présente dans les secteurs Papier pour l'industrie de l'emballage. Elle est basée à Villard Bonnot, France.",,"L'entreprise AHLSTROM BRIGNOUD SAS, crée en 1971, qui travaille dans le secteur Nappes à usage unique. Elle est également présente dans les secteurs Papier pour l'industrie de l'emballage. Elle est basée à Villard Bonnot, France.",,,,,https://www.europages.fr/AHLSTROM-BRIGNOUD-SAS/FRA073440-00101.html
725,BRUDER KELLER SA,Fabricant/Producteur,7 Zone Industrielle,67260 Sarre Union,+33 388011419,"Depuis plus de 45ans, la société BRUDER-KELLER est spécialisée dans la tôlerie de précision. Nous disposons d'un parc machinse techniques qui nous permet de répondre à toutes les demandes de la pièce la plus simple à la plus complexe.",http://www.bruder-keller.com,,,,https://www.europages.fr/BRUDER-KELLER-SA/FRA015893-00101.html
726,NANOTECH,,Europôle De L'Arbois,"L'entreprise NANOTECH, crée en 2002, qui travaille dans le secteur Contrôle de fabrication et de construction. Elle est également présente dans les secteurs Contrôle de sécurité dans l'industrie. Elle est basée à Aix En Provence Cedex 3, France.",,"L'entreprise NANOTECH, crée en 2002, qui travaille dans le secteur Contrôle de fabrication et de construction. Elle est également présente dans les secteurs Contrôle de sécurité dans l'industrie. Elle est basée à Aix En Provence Cedex 3, France.",,,,,https://www.europages.fr/NANOTECH/FRA528080-00101.html
727,ETS CIFFREO ET BONA,Fabricant/Producteur,2 Rue Diderot,06000 Nice,+33 493136363,"L'entreprise ETS CIFFREO ET BONA, est un Fabricant/ Producteur, crée en 1954, qui travaille dans le secteur Chauffage industriel - installations et matériel. Elle est également présente dans les secteurs Pierres réfractaires, Céramique - produits pour l'industrie, et Faïence - produits pour l'industrie. Elle est basée à Nice, France.",http://www.ciffreobona.fr,,,,https://www.europages.fr/ETS-CIFFREO-ET-BONA/FRA031825-00101.html
728,GLE INDUSTRIELLE DE PROTECTION MIDI PYRENEES AQUITAINE,,,"L'entreprise GLE INDUSTRIELLE DE PROTECTION MIDI PYRENEES AQUITAINE, crée en 1976, qui travaille dans le secteur Contrôle de fabrication et de construction. Elle est également présente dans les secteurs Contrôle de sécurité dans l'industrie. Elle est basée à Toulouse, France.",,"L'entreprise GLE INDUSTRIELLE DE PROTECTION MIDI PYRENEES AQUITAINE, crée en 1976, qui travaille dans le secteur Contrôle de fabrication et de construction. Elle est également présente dans les secteurs Contrôle de sécurité dans l'industrie. Elle est basée à Toulouse, France.",,,,,https://www.europages.fr/GLE-INDUSTRIELLE-DE-PROTECTION-MIDI-PYRENEES-AQUITAINE/FRA469502-00101.html
729,COMECA SYSTEMES,Fabricant/Producteur,ZA Les Avants,34270 Saint Mathieu De Treviers,+33 499623800,"Nous réalisons vos coffrets ou armoires électrique suivant votre besoin.Nos domaines d'Activités : Tertiaire, Industrie, Hôpitaux, PrivésA partir d'un cahier des charges ou Schémas électrique, ou d'un listing de départs.Nous sommes capable de vous réaliser des études complétes avec schémas électriques.",http://comeca-group.com,,,,https://www.europages.fr/COMECA-SYSTEMES/00000004455370-306306001.html
730,RAVNI TECHNOLOGIES,Fabricant/Producteur,ZI de Grüner ,42230 Roche La Molière,+33 477505780,"RAVNI TECHNOLOGIES conçoit et fabrique des équipements pour l’industrie du fil métallique et du tube. Elle réalise également l’installation et la formation des opérateurs sur site. Société indépendante et à taille humaine, RAVNI TECHNOLOGIES n’en est pas moins un acteur incontournable dans le domaine des machines à dresser et couper les fils, les profilés et les tubes. Ouverte sur l’international, réalisant la majeure partie de son activité en dehors de ses frontières RAVNI TECHNOLOGIES attache un prix particulier à la proximité vis-à-vis de ses clients / partenaires. RAVNI TECHNOLOGIES, ce sont surtout des femmes et des hommes passionnés par leur métier, pour certains depuis deux décennies. Cette équipe de spécialistes œuvre chaque jour à la satisfaction de nos clients par l’amélioration continue de nos machines, par l’innovation technologique et par une qualité de service que nous voulons irréprochable. ",http://www.ravni.com/-RAVNI-FR-.html,,,,https://www.europages.fr/RAVNI-TECHNOLOGIES/00000003983759-001.html
731,STE XEDA INTERNATIONAL,Fabricant/Producteur,1397 Route nationale 7 - ZAC LA CRAU,13670 St-Andiol,+33 490902323,"La société STE XEDA INTERNATIONAL est spécialisée et reconnue dans le domaine de la fabrication de produits de conservation pour fruits et légumes post récolte : cire, anti-germinatif. Elle propose la distribution de machines à étiqueter et étiquettes pour fruits et légumes, et de matériel de calibrage et conditionnement, triage, traitement pour fruits et légumes. Elle propose également son expertise et son expérience dans le domaine de l'étiquetage des fruits. Nous présentons la ligne la plus complète et la plus innovante de produits post-récolte. Nos produits et notre technologie sont brevetés dans le monde entier. Xeda international fabrique et propose des machines d’application, d’emballage et d’étiquetage individuel pour les fruits et légumes. Le groupe Xeda s’engage en faveur d’une agriculture durable. Il investit, chaque année environ 18% de son chiffre d’affaires dans la recherche, le développement et l’homologation pour apporter aux producteurs des techniques et des produits nouveaux, efficaces, respectueux de l’homme et de l’environnement.",http://www.xeda.com,,,,https://www.europages.fr/STE-XEDA-INTERNATIONAL/FRA027319-00101.html
732,CARTONNAGES BES,Fabricant/Producteur,Route De Montelimar,26230 Grignan,+33 475465014,"L'entreprise CARTONNAGES BES, est un Fabricant/ Producteur, crée en 1981, qui travaille dans le secteur Carton - fabrication. Elle est également présente dans les secteurs Carton pour l'industrie de l'emballage. Elle est basée à Grignan, France.",http://www.cartonnages-bes.com,,,,https://www.europages.fr/CARTONNAGES-BES/FRA024058-00101.html
733,ALTAIIRE,Prestataire de services,4 Avenue Du Pre De Challes,74940 Annecy Le Vieux,+33 450640036,"Société d'ingénierie en automatisme, électrotechnique et informatique industrielle. Depuis 18 ans, son développement constant témoigne de la confiance de ses clients notamment grâce à sa spécialisation industrielle qui attire les plus grands comptes de la région Rhône Alpes et Suisse. Fort de son expérience en Technologie du Vide, Altaiire a su dans un premier temps proposer ses compétences et son savoir-faire dans ce secteur d'activité de haute technologie à savoir la mise en place de méthode de gestion et de développement de projets, le renforcement de ses compétences par une approche R&D en interne, notamment en Robotique et en Vision. Pour répondre à des besoins de traçabilité, supervision, identification en production. Altaiire a développé une plateforme logicielle nommée PACALI. Développements collaboratifs : nos méthodes et outils nous permettent de prendre en charge des projets complexes, exigeants des développements simultanés de plusieurs collaborateurs.",http://www.altaiire.fr,,,,https://www.europages.fr/ALTAIIRE/FRA001544-001.html
734,QUADPACK FRANCE,Fabricant/Producteur,10 Rue Vignon,75009 Paris,+33 155278830,"QUADPACK FRANCE est spécialisée dans le secteur d'activité du commerce de gros dans l'industrie de la beauté. QUADPACK est une société experte en concepts d'emballage . Cette entreprise conçoit, fabrique et décore des packs pour les grandes sociétés cosmétiques du monde.",http://www.quadpack.net,,,,https://www.europages.fr/QUADPACK-FRANCE/FRA336822-00101.html
735,OPTIBELT FRANCE,Distributeur,54 rue de la Gare BP 13,68520 Burnhaupt Le Haut,+33 389627510,"L'activité principale d'OPTIBELT FRANCE, filiale d'OPTIBELT, fournisseur de solutions de transmission, est la commercialisation et la distribution de tous éléments de transmissions, bandes transporteuses, courroies trapézoïdales, courroies pour véhicules de tourisme, utilitaires et cyclomoteurs et courroies dentées.",http://www.optibelt.fr,,,,https://www.europages.fr/OPTIBELT-FRANCE/FRA265794-00101.html
736,WELTEK,Grossiste,Les Baterses,01700 Beynost,+33 437855427,"Devenu un acteur incontournable dans le domaine de la protection soudage, Weltek a toujours proposé une offre qualitative d’équipements de protection individuelle et collective. En 2013, Weltek change de cap. Fort de son expérience et de ses exigences, Weltek développe, certifie et fabrique sa propre gamme de cagoules automatiques et de protection respiratoire autonome. Les cagoules de soudage Kapio* et Navitek*, disponibles avec ou sans vision latérale, répondent aux nouveaux critères des soudeurs. Certifiée avec les cagoules Kapio* et Navitek* selon la norme EN 12941, la protection respiratoire autonome Airkos* procure une filtration parfaite des contaminants issus des applications de soudage, coupage et meulage. En 2015, Weltek franchit un palier. Les certifications CE, ANSI, CSA, AS/NZS des produits Weltek permettent de s’implanter à l’international. Les gammes Kapio*, Navitek* et Airkos* rencontrent un fort succès en Europe, en Afrique, en Amérique du Sud et en Australie. En 2016, Weltek poursuit sa lancée. Plusieurs innovations en cours d’homologation, le renfort de notre gamme de protection collective (toiles anti-chaleur, écrans d’atelier et lanières), et l’implantation sur plusieurs pays ciblés.",http://www.weltek.fr/,,,,https://www.europages.fr/WELTEK/FRA363183-00101.html
737,LAGARDE AUTOCLAVES,Fabricant/Producteur,285 impasse Nicole Appert,26780 Malataverne,+33 475905858,"Dès 1921, la société LAGARDE s’est orientée vers la production d'équipements industriels et grâce à des innovations constantes elle est devenue  un acteur international majeur du secteur agro-alimentaire et pharmaceutique. LAGARDE a développé tous les process existants pour devenir le principal spécialiste du traitement thermique en autoclave et offre une gamme complète de technologies et solutions à ses partenaires : la technologie Vapeur/Air, Process standard ruissellement d’eau, Process traditionnel à immersion d’eau et le Système de régulation de pointe SAMANTHA. LAGARDE est le leader mondial de la fabrication d'autoclaves horizontaux discontinus pour l'industrie agro-alimentaire, pharmaceutique et textile (cuiseurs, pasteurisateurs, stérilisateurs) disponibles en mode statique, rotatif ou basculant. En 1983, elle a rejoint le Groupe SCHOLZ, fabriquant d'autoclaves pour l'industrie lourde, formant alors le premier Groupe mondial fabricant d'autoclaves.Nous sommes engagés dans le développement durable, grâce à la technologie Vapeur/Air, process plus économe en énergie. Les process à eau offerts par les fabricants d’autoclaves à travers le monde posent des problèmes de surconsommation de vapeur et d’eau, réduisant la compétitivité de leurs utilisateurs avec un impact sur l’environnement. LAGARDE commercialise un autoclave Vapeur/Air économique et écologique. Nous travaillons pour le bien de votre entreprise mais aussi pour celui de la planète et des générations futures.",http://www.lagarde-autoclaves.com/,,,,https://www.europages.fr/LAGARDE-AUTOCLAVES/00000003953463-229177001.html
738,GOE SERVICE,Fabricant/Producteur,,"L'entreprise GOE SERVICE, crée en 1989, qui travaille dans le secteur Carton ondulé. Elle est également présente dans les secteurs Emballages en bois, Bouchons en liège, Impression - offset, et Carton pour l'industrie de l'emballage. Elle est basée à Lézignan Corbières, France.",+33 468275577,"L'entreprise GOE SERVICE, crée en 1989, qui travaille dans le secteur Carton ondulé. Elle est également présente dans les secteurs Emballages en bois, Bouchons en liège, Impression - offset, et Carton pour l'industrie de l'emballage. Elle est basée à Lézignan Corbières, France.",http://www.goe-service.com,,,,https://www.europages.fr/GOE-SERVICE/FRA270529-00101.html
739,TAGGEDEON,Fabricant/Producteur,Avenue de l'Europe,60530 Neuiily En Thelle,+33 768085522,"Participer activement au développement économique de l'Afrique et de la Côte-d'Ivoire en particulier.Notre vision se résume en trois points, qui peuvent s'identifier en tant que objectif à court , à moyen et à long terme.Notre priorité : Accompagner les intervenants étrangers dans leurs relations commerciales en Côte d’Ivoire, en leur faisant bénéficier en autre de notre large réseau de fournisseurs dans les produits agricoles. La mise en place d'un partenariat Gagnant/Gagnant entre les acheteurs et les vendeurs locaux. Celui-ci ne pourra se faire que si la relation de confiance s'installe. Ce partenariat, peut ensuite ouvrir la porte à des projets commerciaux plus ambitieux et plus rentable pour tous. Accompagner les clients ou investisseurs désireux de s'implanter et d'investir durablement en Côte-d'Ivoire. En effet, trop peu de matières premières produites en Afrique sont transformées localement.",https://taggedeon.com,,,,https://www.europages.fr/TAGGEDEON/00000004668736-469801001.html
740,AGENCE NATIONALE DE FREQUENCES (ANFR),Distributeur,,"L'entreprise AGENCE NATIONALE DE FREQUENCES (ANFR), crée en 1997, qui travaille dans le secteur Télécommunications - services. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Maisons-alfort Cedex, France.",+33 145187272,"L'entreprise AGENCE NATIONALE DE FREQUENCES (ANFR), crée en 1997, qui travaille dans le secteur Télécommunications - services. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Maisons-alfort Cedex, France.",http://www.anfr.fr,,,,https://www.europages.fr/AGENCE-NATIONALE-DE-FREQUENCES-ANFR/FRA371501-00101.html
741,CENTRE DE CONTROLE APPLIQUE,Prestataire de services,Za Des Blettrys,71530 Champforgeuil,,"L'entreprise CENTRE DE CONTROLE APPLIQUE, est un Prestataire de services, crée en 1980, qui travaille dans le secteur Contrôle de fabrication et de construction. Elle est également présente dans les secteurs Contrôle de sécurité dans l'industrie. Elle est basée à Champforgeuil, France.",,,,,https://www.europages.fr/CENTRE-DE-CONTROLE-APPLIQUE/FRA077947-00101.html
742,VIDAL &amp; CIE,Fabricant/Producteur,,"L'entreprise VIDAL &amp; CIE, qui travaille dans le secteur Cuirs, peaux et pelleteries. Elle est également présente dans les secteurs Cuirs pour l'industrie du vêtement. Elle est basée à Graulhet, France.",,"L'entreprise VIDAL & CIE, qui travaille dans le secteur Cuirs, peaux et pelleteries. Elle est également présente dans les secteurs Cuirs pour l'industrie du vêtement. Elle est basée à Graulhet, France.",,,,,https://www.europages.fr/VIDAL-CIE/FRA039737-00101.html
743,CORENSO FRANCE,Fabricant/Producteur,,"L'entreprise CORENSO FRANCE, crée en 1907, qui travaille dans le secteur Carton - fabrication. Elle est également présente dans les secteurs Carton pour l'industrie de l'emballage. Elle est basée à Gours, France.",+33 557564000,"L'entreprise CORENSO FRANCE, crée en 1907, qui travaille dans le secteur Carton - fabrication. Elle est également présente dans les secteurs Carton pour l'industrie de l'emballage. Elle est basée à Gours, France.",https://www.corexgroup.com/en/,,,,https://www.europages.fr/CORENSO-FRANCE/FRA072301-00101.html
744,CIE GEN FRANC CARTON IMPRIMERI,Grossiste,Flassa,11300 Limoux,,"L'entreprise CIE GEN FRANC CARTON IMPRIMERI, est un Grossiste, crée en 1958, qui travaille dans le secteur Carton - fabrication. Elle est également présente dans les secteurs Carton pour l'industrie de l'emballage. Elle est basée à Limoux, France.",,,,,https://www.europages.fr/CIE-GEN-FRANC-CARTON-IMPRIMERI/FRA261849-00101.html
745,SCHMERSAL FRANCE,Fabricant/Producteur,"BP 18 , 38181 Seyssins cedex",38180 Seyssins,+33 476842323,"SCHMERSAL FRANCE dispose d’une offre complète de composants de sécurité des hommes sur les machines et d’automatismes. Nous fabriquons des COMPOSANTS DE SÉCURITÉ (dispositifs de protection pour portes et capots, dispositifs de sécurité périphériques) des COMPOSANTS D'AUTOMATISME (détection photoélectrique, de proximité, de niveau, de position) et COMPOSANTS POUR ASCENSEURS (interrupteurs, interverrouillages, interrupteurs de position). Sans oublier les solutions plus spécialisées : dispositifs antidéflagrants ou dispositifs robustes pour environnements sévères. Plus de 25 000 références en réponse à vos besoins. Notre savoir-faire couvre également le conseil et la formation de vos équipes en matière normative et de sécurité Homme/Machine. Grâce à des solutions techniques à la pointe du progrès et aux dernières normes en vigueur, SCHMERSAL FRANCE est présent dans la majorité des secteurs d'activités : agro-alimentaire, machines-outils, chimie, automobile.",http://www.schmersal.fr,,,,https://www.europages.fr/SCHMERSAL-FRANCE/FRA054088-00101.html
746,CCI DE BOULOGNE SUR MER,,,"L'entreprise CCI DE BOULOGNE SUR MER, qui travaille dans le secteur Chambres de commerce et d'industrie. Elle est basée à Boulogne Sur Mer Cedex, France.",,"L'entreprise CCI DE BOULOGNE SUR MER, qui travaille dans le secteur Chambres de commerce et d'industrie. Elle est basée à Boulogne Sur Mer Cedex, France.",,,,,https://www.europages.fr/CCI-DE-BOULOGNE-SUR-MER/FRA049365-00101.html
747,LBY MECA,Fabricant/Producteur,Rue Albert Einstein,93600 Aulnay-Sous-Bois,+33 148662133,"L'entreprise LBY MECA, est un Fabricant/ Producteur, crée en 2004, qui travaille dans le secteur Mécanique générale - travail à façon. Elle est également présente dans les secteurs Aciers et métaux - usinage, mécanique de précision, Production d’outillage et de pièces prototypes, et accessoires pour l'industrie aeronautique. Elle est basée à Aulnay-Sous-Bois, France.",http://www.lbymeca.fr/,,,,https://www.europages.fr/LBY-MECA/00000004874494-001.html
749,NORAMPAC AVOT VALLEE SAS,Fabricant/Producteur,,"L'entreprise NORAMPAC AVOT VALLEE SAS, crée en 1971, qui travaille dans le secteur Carton - fabrication. Elle est également présente dans les secteurs Papier pour l'industrie de l'emballage, et Papier - fabrication. Elle est basée à Blendecques, France.",+33 321987700,"L'entreprise NORAMPAC AVOT VALLEE SAS, crée en 1971, qui travaille dans le secteur Carton - fabrication. Elle est également présente dans les secteurs Papier pour l'industrie de l'emballage, et Papier - fabrication. Elle est basée à Blendecques, France.",http://www.norampac.com,,,,https://www.europages.fr/NORAMPAC-AVOT-VALLEE-SAS/FRA022631-00101.html
753,COMITE EXPANSION ECONOMIQUE MAYENNE,Distributeur,,"L'entreprise COMITE EXPANSION ECONOMIQUE MAYENNE, qui travaille dans le secteur Organismes pour le commerce. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Laval Cedex, France.",,"L'entreprise COMITE EXPANSION ECONOMIQUE MAYENNE, qui travaille dans le secteur Organismes pour le commerce. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Laval Cedex, France.",,,,,https://www.europages.fr/COMITE-EXPANSION-ECONOMIQUE-MAYENNE/FRA375995-00101.html
754,CDT DE LA CREUSE,Prestataire de services,43 Place Bonnyaud,23000 Guéret,+33 555519323,"L'entreprise CDT DE LA CREUSE, est un Prestataire de services, crée en 1995, qui travaille dans le secteur Organismes pour le commerce. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Guéret, France.",http://www.tourisme-creuse.com,,,,https://www.europages.fr/CDT-DE-LA-CREUSE/FRA370209-00101.html
755,COMITE REGIONAL DE TOURISME DE NORMANDIE,Prestataire de services,14 Rue Charles Corbeau,27000 Evreux,+33 232337900,"L'entreprise COMITE REGIONAL DE TOURISME DE NORMANDIE, est un Prestataire de services, crée en 1981, qui travaille dans le secteur Chambres de commerce et d'industrie. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Organismes pour le commerce. Elle est basée à Evreux, France.",http://www.normandie-tourisme.fr,,,,https://www.europages.fr/COMITE-REGIONAL-DE-TOURISME-DE-NORMANDIE/FRA372834-00101.html
756,CARTONNAGES MAMBOURG,Fabricant/Producteur,Rue De L Europe,59540 Caudry,,"L'entreprise CARTONNAGES MAMBOURG, est un Fabricant/ Producteur, crée en 1975, qui travaille dans le secteur Carton - fabrication. Elle est également présente dans les secteurs Carton pour l'industrie de l'emballage. Elle est basée à Caudry, France.",,,,,https://www.europages.fr/CARTONNAGES-MAMBOURG/FRA041463-00101.html
757,DESIGN INOX VENDEE,Fabricant/Producteur,Rue Johannes Gutenberg Zi Du Bois Joly,85500 Les Herbiers,+33 251649113,"Depuis 20 ans, nous sommes spécialisés dans le Traitement de surface et la fabrication de pièces en inox ou en aluminium sur-mesure, à l’unité ou en série. Toutes nos pièces sont traitées en fin de fabrication",http://www.div85.fr,,,,https://www.europages.fr/DESIGN-INOX-VENDEE/FRA599724-00101.html
